timestamp, L1_m, F1_m3ph, F2_m3ph, price_EUR_per_kWh, pump_freqs_Hz
2024-11-15 00:15:00, 2.385, 5818.1, 5335.2, 0.0029, [0:0.0, 1:50.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 13:15:00, 2.135, 4691.9, 1800.4, 0.0106, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 13:30:00, 2.214, 4856.6, 2983.5, 0.0106, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 13:45:00, 2.253, 4972.3, 3534.8, 0.0106, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 14:00:00, 2.296, 5258.6, 3534.8, 0.0103, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 14:15:00, 2.348, 5780.5, 3534.8, 0.0103, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 14:30:00, 2.394, 4935.3, 3534.8, 0.0103, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 14:45:00, 2.427, 4849.5, 3534.8, 0.0103, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 15:00:00, 2.450, 4143.4, 3534.8, 0.0125, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 15:15:00, 2.485, 5714.8, 3534.8, 0.0125, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 15:30:00, 2.530, 5163.7, 3534.8, 0.0125, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 15:45:00, 2.553, 4587.5, 4468.8, 0.0125, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 16:00:00, 2.571, 5807.8, 4468.8, 0.0310, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 16:15:00, 2.601, 5701.4, 4468.8, 0.0310, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 16:30:00, 2.627, 5563.4, 4468.8, 0.0310, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 16:45:00, 2.650, 5481.2, 4468.8, 0.0310, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 17:00:00, 2.671, 5388.8, 4529.9, 0.0298, [0:0.0, 1:47.8, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.8]
2024-11-16 17:15:00, 2.688, 5284.1, 4574.4, 0.0298, [0:0.0, 1:47.9, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.9]
2024-11-16 17:30:00, 2.702, 5188.6, 4615.8, 0.0298, [0:0.0, 1:48.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:48.0]
2024-11-16 17:45:00, 2.712, 5052.6, 4650.1, 0.0298, [0:0.0, 1:48.1, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:48.1]
2024-11-16 18:00:00, 2.732, 5071.7, 3534.8, 0.0662, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 18:15:00, 2.764, 5016.0, 3534.8, 0.0662, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 18:30:00, 2.795, 5033.7, 3534.8, 0.0662, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 18:45:00, 2.826, 5054.6, 3534.8, 0.0662, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-16 19:00:00, 2.847, 5056.3, 4468.8, 0.0546, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 19:15:00, 2.859, 5021.1, 4468.8, 0.0546, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 19:30:00, 2.870, 5017.9, 4468.8, 0.0546, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 19:45:00, 2.882, 5062.4, 4479.1, 0.0546, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-16 20:00:00, 2.886, 5079.7, 4997.9, 0.0164, [0:0.0, 1:49.1, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.1]
2024-11-16 20:15:00, 2.887, 5065.4, 5020.5, 0.0164, [0:0.0, 1:49.1, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.1]
2024-11-16 20:30:00, 2.887, 5000.5, 5040.1, 0.0164, [0:0.0, 1:49.2, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.2]
2024-11-16 20:45:00, 2.886, 4965.4, 5056.7, 0.0164, [0:0.0, 1:49.2, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.2]
2024-11-16 21:00:00, 2.883, 4953.5, 5071.8, 0.0053, [0:0.0, 1:49.3, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.3]
2024-11-16 21:15:00, 2.881, 4967.1, 5086.4, 0.0053, [0:0.0, 1:49.3, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.3]
2024-11-16 21:30:00, 2.878, 4982.6, 5101.2, 0.0053, [0:0.0, 1:49.4, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.4]
2024-11-16 21:45:00, 2.876, 4988.0, 5115.7, 0.0053, [0:0.0, 1:49.4, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.4]
2024-11-16 22:00:00, 2.874, 5039.1, 5131.3, 0.0048, [0:0.0, 1:49.4, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.4]
2024-11-16 22:15:00, 2.874, 5213.9, 5152.1, 0.0048, [0:0.0, 1:49.5, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.5]
2024-11-16 22:30:00, 2.875, 5293.6, 5177.3, 0.0048, [0:0.0, 1:49.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:49.6]
2024-11-16 22:45:00, 2.878, 5352.4, 5204.3, 0.0048, [0:0.0, 1:49.6, 2:0.0, 3:0.0, 4:49.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 23:00:00, 2.881, 5319.6, 5229.4, 0.0044, [0:0.0, 1:49.7, 2:0.0, 3:0.0, 4:49.7, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 23:15:00, 2.881, 5251.0, 5251.0, 0.0044, [0:0.0, 1:49.8, 2:0.0, 3:0.0, 4:49.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 23:30:00, 2.881, 5208.0, 5269.3, 0.0044, [0:0.0, 1:49.8, 2:0.0, 3:0.0, 4:49.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-16 23:45:00, 2.878, 5082.9, 5282.4, 0.0044, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 00:00:00, 2.873, 5050.7, 5292.0, 0.0040, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 00:15:00, 2.867, 4957.7, 5298.0, 0.0040, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 00:30:00, 2.858, 4768.0, 5296.6, 0.0040, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 00:45:00, 2.848, 4763.4, 5291.9, 0.0040, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 01:00:00, 2.837, 4757.2, 5020.9, 0.0042, [0:0.0, 1:49.1, 2:0.0, 3:0.0, 4:49.1, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 01:15:00, 2.825, 4656.9, 5307.6, 0.0042, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 01:30:00, 2.809, 4423.0, 5303.8, 0.0042, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 01:45:00, 2.791, 4420.0, 5296.4, 0.0042, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 02:00:00, 2.772, 4402.2, 5289.3, 0.0045, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 02:15:00, 2.753, 4390.1, 5282.3, 0.0045, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:49.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 02:30:00, 2.734, 4370.1, 5275.3, 0.0045, [0:0.0, 1:49.8, 2:0.0, 3:0.0, 4:49.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 02:45:00, 2.713, 4189.9, 5263.4, 0.0045, [0:0.0, 1:49.8, 2:0.0, 3:0.0, 4:49.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 03:00:00, 2.677, 4021.6, 12404.8, 0.0051, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:50.0, 5:50.0, 6:50.0, 7:0.0]
2024-11-17 03:15:00, 2.394, 3757.0, 16000.0, 0.0051, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-17 03:30:00, 2.055, 3566.8, 16000.0, 0.0051, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-17 03:45:00, 1.620, 3402.0, 16000.0, 0.0051, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-17 04:00:00, 0.903, 3218.5, 12736.7, 0.0061, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:0.0, 5:48.5, 6:48.5, 7:0.0]
2024-11-17 04:15:00, 0.593, 3028.0, 3024.5, 0.0061, [0:47.8, 1:47.8, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 04:30:00, 0.602, 2933.8, 3129.0, 0.0061, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:48.2, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 04:45:00, 0.655, 2821.3, 1485.3, 0.0061, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 05:00:00, 0.624, 2691.6, 3600.7, 0.0139, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 05:15:00, 0.417, 2510.4, 3319.1, 0.0139, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.1, 7:0.0]
2024-11-17 05:30:00, 0.567, 2435.3, 1485.3, 0.0139, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 05:45:00, 0.553, 2451.9, 3600.7, 0.0139, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 06:00:00, 0.446, 2167.5, 2983.5, 0.1126, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 06:15:00, 0.604, 1947.1, 1800.4, 0.1126, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 06:30:00, 0.542, 2007.2, 1800.4, 0.1126, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 06:45:00, 0.584, 1981.6, 1800.4, 0.1126, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 07:00:00, 0.512, 1947.1, 1800.4, 0.1584, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 07:15:00, 0.561, 1947.1, 1800.4, 0.1584, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 07:30:00, 0.656, 2420.5, 1800.4, 0.1584, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 07:45:00, 0.806, 3080.5, 1800.4, 0.1584, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 08:00:00, 0.881, 1947.1, 1800.4, 0.2174, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 08:15:00, 0.947, 2970.6, 1800.4, 0.2174, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 08:30:00, 1.055, 3210.9, 1800.4, 0.2174, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 08:45:00, 1.140, 2774.8, 1800.4, 0.2174, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 09:00:00, 1.197, 2552.5, 1800.4, 0.1629, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 09:15:00, 1.237, 2399.8, 1800.4, 0.1629, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 09:30:00, 1.270, 2350.9, 1800.4, 0.1629, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 09:45:00, 1.301, 2286.2, 1800.4, 0.1629, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 10:00:00, 1.351, 3174.2, 1800.4, 0.1493, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 10:15:00, 1.389, 1947.1, 1800.4, 0.1493, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 10:30:00, 1.397, 1947.1, 1800.4, 0.1493, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 10:45:00, 1.404, 1947.1, 1800.4, 0.1493, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 11:00:00, 1.445, 3274.6, 1800.4, 0.1467, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 11:15:00, 1.534, 4156.3, 1800.4, 0.1467, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 11:30:00, 1.631, 4026.7, 1800.4, 0.1467, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 11:45:00, 1.711, 3671.6, 1800.4, 0.1467, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 12:00:00, 1.787, 4001.7, 1800.4, 0.0922, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 12:15:00, 1.857, 3625.2, 1800.4, 0.0922, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 12:30:00, 1.919, 3651.0, 1800.4, 0.0922, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 12:45:00, 1.982, 3839.7, 1800.4, 0.0922, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 13:00:00, 2.049, 4101.2, 1800.4, 0.0819, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 13:15:00, 2.121, 4332.9, 1800.4, 0.0819, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 13:30:00, 2.196, 4486.3, 1800.4, 0.0819, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-17 13:45:00, 2.243, 4802.9, 3152.7, 0.0819, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:48.3, 7:0.0]
2024-11-17 14:00:00, 2.278, 4128.1, 3180.4, 0.1083, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:48.5, 7:0.0]
2024-11-17 14:15:00, 2.323, 5568.6, 3244.8, 0.1083, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:48.7, 7:0.0]
2024-11-17 14:30:00, 2.368, 4581.2, 3299.8, 0.1083, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.0, 7:0.0]
2024-11-17 14:45:00, 2.397, 4337.0, 3332.3, 0.1083, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.1, 7:0.0]
2024-11-17 15:00:00, 2.436, 5532.5, 3391.9, 0.1409, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.4, 7:0.0]
2024-11-17 15:15:00, 2.489, 5661.5, 3469.1, 0.1409, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.7, 7:0.0]
2024-11-17 15:30:00, 2.547, 6220.2, 3534.8, 0.1409, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 15:45:00, 2.607, 6042.9, 3534.8, 0.1409, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 16:00:00, 2.660, 5859.2, 3534.8, 0.0808, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 16:15:00, 2.711, 5801.1, 3534.8, 0.0808, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 16:30:00, 2.756, 5580.4, 3534.8, 0.0808, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 16:45:00, 2.800, 5613.7, 3534.8, 0.0808, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 17:00:00, 2.838, 5168.4, 3534.8, 0.1086, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 17:15:00, 2.867, 4802.3, 3534.8, 0.1086, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 17:30:00, 2.892, 4727.3, 3534.8, 0.1086, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 17:45:00, 2.915, 4680.9, 3534.8, 0.1086, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 18:00:00, 2.937, 4574.9, 3534.8, 0.1467, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 18:15:00, 2.958, 4684.3, 3534.8, 0.1467, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 18:30:00, 2.972, 3876.2, 3534.8, 0.1467, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 18:45:00, 2.987, 4597.1, 3534.8, 0.1467, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 19:00:00, 3.013, 5134.4, 3534.8, 0.2131, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 19:15:00, 3.043, 5177.1, 3534.8, 0.2131, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 19:30:00, 3.074, 5185.8, 3534.8, 0.2131, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 19:45:00, 3.105, 5170.0, 3534.8, 0.2131, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 20:00:00, 3.135, 5147.6, 3534.8, 0.2384, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 20:15:00, 3.163, 5079.7, 3534.8, 0.2384, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 20:30:00, 3.185, 5116.1, 4468.8, 0.2384, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 20:45:00, 3.197, 5183.8, 4468.8, 0.2384, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 21:00:00, 3.211, 5237.3, 4468.8, 0.1006, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 21:15:00, 3.225, 5310.1, 4468.8, 0.1006, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 21:30:00, 3.241, 5432.6, 4468.8, 0.1006, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 21:45:00, 3.258, 5443.5, 4468.8, 0.1006, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 22:00:00, 3.275, 5558.6, 4510.7, 0.0703, [0:47.7, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.7, 7:0.0]
2024-11-17 22:15:00, 3.295, 5600.4, 4468.8, 0.0703, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.6, 7:0.0]
2024-11-17 22:30:00, 3.315, 5670.4, 4502.6, 0.0703, [0:47.7, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.7, 7:0.0]
2024-11-17 22:45:00, 3.334, 5688.1, 4538.6, 0.0703, [0:47.8, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:47.8, 7:0.0]
2024-11-17 23:00:00, 3.344, 5657.7, 5335.2, 0.0183, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 23:15:00, 3.349, 5630.2, 5335.2, 0.0183, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 23:30:00, 3.354, 5656.0, 5335.2, 0.0183, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-17 23:45:00, 3.359, 5499.0, 5335.2, 0.0183, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 00:00:00, 3.361, 5497.8, 5335.2, 0.0041, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 00:15:00, 3.364, 5514.1, 5335.2, 0.0041, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 00:30:00, 3.366, 5335.2, 5335.2, 0.0041, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 00:45:00, 3.363, 5083.4, 5335.2, 0.0041, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 01:00:00, 3.357, 4896.3, 5250.9, 0.0094, [0:49.8, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:49.8, 7:0.0]
2024-11-18 01:15:00, 3.349, 4749.2, 5335.2, 0.0094, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 01:30:00, 3.337, 4523.3, 5335.2, 0.0094, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 01:45:00, 3.322, 4394.7, 5335.2, 0.0094, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 02:00:00, 3.304, 4189.6, 5335.2, 0.0053, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 02:15:00, 3.282, 3977.1, 5335.2, 0.0053, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
